date,county,state,fips,cases,deaths,new cases,new deaths
2020-06-28,Bay,Florida,12005.0,322,4,17,0
2020-06-29,Bay,Florida,12005.0,347,4,25,0
2020-06-30,Bay,Florida,12005.0,384,4,37,0
2020-07-01,Bay,Florida,12005.0,408,5,24,1
2020-07-02,Bay,Florida,12005.0,581,5,173,0
2020-07-03,Bay,Florida,12005.0,625,5,44,0
2020-07-04,Bay,Florida,12005.0,684,5,59,0
2020-07-05,Bay,Florida,12005.0,713,5,29,0
2020-07-06,Bay,Florida,12005.0,744,5,31,0
2020-07-07,Bay,Florida,12005.0,818,5,74,0
2020-07-08,Bay,Florida,12005.0,880,5,62,0
2020-07-09,Bay,Florida,12005.0,940,5,60,0
2020-03-22,Bradford,Florida,12007.0,1,0,1,0
2020-03-23,Bradford,Florida,12007.0,1,0,0,0
2020-03-24,Bradford,Florida,12007.0,1,0,0,0
2020-03-25,Bradford,Florida,12007.0,1,0,0,0
2020-03-26,Bradford,Florida,12007.0,1,0,0,0
2020-03-27,Bradford,Florida,12007.0,1,0,0,0
2020-03-28,Bradford,Florida,12007.0,1,0,0,0
2020-03-29,Bradford,Florida,12007.0,2,0,1,0
2020-03-30,Bradford,Florida,12007.0,2,0,0,0
2020-03-31,Bradford,Florida,12007.0,2,0,0,0
2020-04-01,Bradford,Florida,12007.0,3,0,1,0
2020-04-02,Bradford,Florida,12007.0,5,0,2,0
2020-04-03,Bradford,Florida,12007.0,5,0,0,0
2020-04-04,Bradford,Florida,12007.0,6,0,1,0
2020-04-05,Bradford,Florida,12007.0,7,0,1,0
2020-04-06,Bradford,Florida,12007.0,9,0,2,0
2020-04-07,Bradford,Florida,12007.0,11,0,2,0
2020-04-08,Bradford,Florida,12007.0,15,0,4,0
2020-04-09,Bradford,Florida,12007.0,20,0,5,0
2020-04-10,Bradford,Florida,12007.0,22,0,2,0
2020-04-11,Bradford,Florida,12007.0,24,0,2,0
2020-04-12,Bradford,Florida,12007.0,29,1,5,1
2020-04-13,Bradford,Florida,12007.0,30,1,1,0
2020-04-14,Bradford,Florida,12007.0,31,1,1,0
2020-04-15,Bradford,Florida,12007.0,35,1,4,0
2020-04-16,Bradford,Florida,12007.0,39,1,4,0
2020-04-17,Bradford,Florida,12007.0,40,2,1,1
2020-04-18,Bradford,Florida,12007.0,42,2,2,0
2020-04-19,Bradford,Florida,12007.0,42,2,0,0
2020-04-20,Bradford,Florida,12007.0,42,2,0,0
2020-04-21,Bradford,Florida,12007.0,42,2,0,0
2020-04-22,Bradford,Florida,12007.0,42,2,0,0
2020-04-23,Bradford,Florida,12007.0,42,2,0,0
2020-04-24,Bradford,Florida,12007.0,42,2,0,0
2020-04-25,Bradford,Florida,12007.0,42,2,0,0
2020-04-26,Bradford,Florida,12007.0,43,2,1,0
2020-04-27,Bradford,Florida,12007.0,44,2,1,0
2020-04-28,Bradford,Florida,12007.0,44,2,0,0
2020-04-29,Bradford,Florida,12007.0,46,2,2,0
2020-04-30,Bradford,Florida,12007.0,46,2,0,0
2020-05-01,Bradford,Florida,12007.0,47,2,1,0
2020-05-02,Bradford,Florida,12007.0,48,2,1,0
2020-05-03,Bradford,Florida,12007.0,48,2,0,0
2020-05-04,Bradford,Florida,12007.0,48,2,0,0
2020-05-05,Bradford,Florida,12007.0,48,2,0,0
2020-05-06,Bradford,Florida,12007.0,48,2,0,0
2020-05-07,Bradford,Florida,12007.0,48,2,0,0
2020-05-08,Bradford,Florida,12007.0,48,2,0,0
2020-05-09,Bradford,Florida,12007.0,48,2,0,0
2020-05-10,Bradford,Florida,12007.0,48,2,0,0
2020-05-11,Bradford,Florida,12007.0,48,2,0,0
2020-05-12,Bradford,Florida,12007.0,48,2,0,0
2020-05-13,Bradford,Florida,12007.0,48,2,0,0
2020-05-14,Bradford,Florida,12007.0,49,2,1,0
2020-05-15,Bradford,Florida,12007.0,49,2,0,0
2020-05-16,Bradford,Florida,12007.0,49,2,0,0
2020-05-17,Bradford,Florida,12007.0,49,2,0,0
2020-05-18,Bradford,Florida,12007.0,49,2,0,0
2020-05-19,Bradford,Florida,12007.0,49,2,0,0
2020-05-20,Bradford,Florida,12007.0,49,2,0,0
2020-05-21,Bradford,Florida,12007.0,50,2,1,0
2020-05-22,Bradford,Florida,12007.0,50,2,0,0
2020-05-23,Bradford,Florida,12007.0,50,2,0,0
2020-05-24,Bradford,Florida,12007.0,51,2,1,0
2020-05-25,Bradford,Florida,12007.0,51,2,0,0
2020-05-26,Bradford,Florida,12007.0,51,2,0,0
2020-05-27,Bradford,Florida,12007.0,51,2,0,0
2020-05-28,Bradford,Florida,12007.0,51,2,0,0
2020-05-29,Bradford,Florida,12007.0,51,2,0,0
2020-05-30,Bradford,Florida,12007.0,51,2,0,0
2020-05-31,Bradford,Florida,12007.0,51,2,0,0
2020-06-01,Bradford,Florida,12007.0,51,2,0,0
2020-06-02,Bradford,Florida,12007.0,51,2,0,0
2020-06-03,Bradford,Florida,12007.0,51,2,0,0
2020-06-04,Bradford,Florida,12007.0,51,2,0,0
2020-06-05,Bradford,Florida,12007.0,52,2,1,0
2020-06-06,Bradford,Florida,12007.0,52,2,0,0
2020-06-07,Bradford,Florida,12007.0,52,2,0,0
2020-06-08,Bradford,Florida,12007.0,52,2,0,0
2020-06-09,Bradford,Florida,12007.0,52,2,0,0
2020-06-10,Bradford,Florida,12007.0,52,2,0,0
2020-06-11,Bradford,Florida,12007.0,52,2,0,0
2020-06-12,Bradford,Florida,12007.0,52,2,0,0
2020-06-13,Bradford,Florida,12007.0,52,2,0,0
2020-06-14,Bradford,Florida,12007.0,52,2,0,0
2020-06-15,Bradford,Florida,12007.0,52,2,0,0
2020-06-16,Bradford,Florida,12007.0,53,2,1,0
2020-06-17,Bradford,Florida,12007.0,56,2,3,0
2020-06-18,Bradford,Florida,12007.0,56,2,0,0
2020-06-19,Bradford,Florida,12007.0,58,2,2,0
2020-06-20,Bradford,Florida,12007.0,61,2,3,0
2020-06-21,Bradford,Florida,12007.0,61,2,0,0
2020-06-22,Bradford,Florida,12007.0,63,2,2,0
2020-06-23,Bradford,Florida,12007.0,64,2,1,0
2020-06-24,Bradford,Florida,12007.0,69,2,5,0
2020-06-25,Bradford,Florida,12007.0,73,2,4,0
2020-06-26,Bradford,Florida,12007.0,76,2,3,0
2020-06-27,Bradford,Florida,12007.0,80,2,4,0
2020-06-28,Bradford,Florida,12007.0,82,2,2,0
2020-06-29,Bradford,Florida,12007.0,83,2,1,0
2020-06-30,Bradford,Florida,12007.0,83,2,0,0
2020-07-01,Bradford,Florida,12007.0,84,2,1,0
2020-07-02,Bradford,Florida,12007.0,89,2,5,0
2020-07-03,Bradford,Florida,12007.0,92,2,3,0
2020-07-04,Bradford,Florida,12007.0,94,2,2,0
2020-07-05,Bradford,Florida,12007.0,95,2,1,0
2020-07-06,Bradford,Florida,12007.0,95,2,0,0
2020-07-07,Bradford,Florida,12007.0,102,2,7,0
2020-07-08,Bradford,Florida,12007.0,105,2,3,0
2020-07-09,Bradford,Florida,12007.0,113,2,8,0
2020-03-17,Brevard,Florida,12009.0,1,0,1,0
2020-03-18,Brevard,Florida,12009.0,2,0,1,0
2020-03-19,Brevard,Florida,12009.0,3,0,1,0
2020-03-20,Brevard,Florida,12009.0,4,0,1,0
2020-03-21,Brevard,Florida,12009.0,5,0,1,0
2020-03-22,Brevard,Florida,12009.0,7,0,2,0
2020-03-23,Brevard,Florida,12009.0,7,0,0,0
2020-03-24,Brevard,Florida,12009.0,9,0,2,0
2020-03-25,Brevard,Florida,12009.0,12,0,3,0
2020-03-26,Brevard,Florida,12009.0,14,0,2,0
2020-03-27,Brevard,Florida,12009.0,20,0,6,0
2020-03-28,Brevard,Florida,12009.0,27,0,7,0
2020-03-29,Brevard,Florida,12009.0,30,0,3,0
2020-03-30,Brevard,Florida,12009.0,32,0,2,0
2020-03-31,Brevard,Florida,12009.0,37,0,5,0
2020-04-01,Brevard,Florida,12009.0,47,0,10,0
2020-04-02,Brevard,Florida,12009.0,49,0,2,0
2020-04-03,Brevard,Florida,12009.0,62,0,13,0
2020-04-04,Brevard,Florida,12009.0,72,0,10,0
2020-04-05,Brevard,Florida,12009.0,79,0,7,0
2020-04-06,Brevard,Florida,12009.0,92,0,13,0
2020-04-07,Brevard,Florida,12009.0,98,2,6,2
2020-04-08,Brevard,Florida,12009.0,105,2,7,0
2020-04-09,Brevard,Florida,12009.0,111,2,6,0
2020-04-10,Brevard,Florida,12009.0,121,2,10,0
2020-04-11,Brevard,Florida,12009.0,123,3,2,1
2020-04-12,Brevard,Florida,12009.0,133,4,10,1
2020-04-13,Brevard,Florida,12009.0,148,6,15,2
2020-04-14,Brevard,Florida,12009.0,163,6,15,0
2020-04-15,Brevard,Florida,12009.0,173,6,10,0
2020-04-16,Brevard,Florida,12009.0,192,6,19,0
2020-04-17,Brevard,Florida,12009.0,205,7,13,1
2020-04-18,Brevard,Florida,12009.0,210,7,5,0
2020-04-19,Brevard,Florida,12009.0,215,7,5,0
2020-04-20,Brevard,Florida,12009.0,218,7,3,0
2020-04-21,Brevard,Florida,12009.0,224,7,6,0
2020-04-22,Brevard,Florida,12009.0,225,7,1,0
2020-04-23,Brevard,Florida,12009.0,235,8,10,1
2020-04-24,Brevard,Florida,12009.0,247,8,12,0
2020-04-25,Brevard,Florida,12009.0,250,8,3,0
2020-04-26,Brevard,Florida,12009.0,252,8,2,0
2020-04-27,Brevard,Florida,12009.0,266,8,14,0
2020-04-28,Brevard,Florida,12009.0,268,8,2,0
2020-04-29,Brevard,Florida,12009.0,270,8,2,0
2020-04-30,Brevard,Florida,12009.0,285,8,15,0
2020-05-01,Brevard,Florida,12009.0,289,8,4,0
2020-05-02,Brevard,Florida,12009.0,297,8,8,0
2020-05-03,Brevard,Florida,12009.0,308,8,11,0
2020-05-04,Brevard,Florida,12009.0,310,8,2,0
2020-05-05,Brevard,Florida,12009.0,319,8,9,0
2020-05-06,Brevard,Florida,12009.0,320,8,1,0
2020-05-07,Brevard,Florida,12009.0,325,8,5,0
2020-05-08,Brevard,Florida,12009.0,326,9,1,1
2020-05-09,Brevard,Florida,12009.0,328,9,2,0
2020-05-10,Brevard,Florida,12009.0,328,9,0,0
2020-05-11,Brevard,Florida,12009.0,330,9,2,0
2020-05-12,Brevard,Florida,12009.0,346,9,16,0
2020-05-13,Brevard,Florida,12009.0,344,9,-2,0
2020-05-14,Brevard,Florida,12009.0,348,9,4,0
2020-05-15,Brevard,Florida,12009.0,356,9,8,0
2020-05-16,Brevard,Florida,12009.0,359,10,3,1
2020-05-17,Brevard,Florida,12009.0,365,10,6,0
2020-05-18,Brevard,Florida,12009.0,367,11,2,1
2020-05-19,Brevard,Florida,12009.0,371,11,4,0
2020-05-20,Brevard,Florida,12009.0,372,11,1,0
2020-05-21,Brevard,Florida,12009.0,376,11,4,0
2020-05-22,Brevard,Florida,12009.0,380,11,4,0
2020-05-23,Brevard,Florida,12009.0,389,11,9,0
2020-05-24,Brevard,Florida,12009.0,394,11,5,0
2020-05-25,Brevard,Florida,12009.0,398,12,4,1
2020-05-26,Brevard,Florida,12009.0,399,12,1,0
2020-05-27,Brevard,Florida,12009.0,399,12,0,0
2020-05-28,Brevard,Florida,12009.0,401,12,2,0
2020-05-29,Brevard,Florida,12009.0,409,12,8,0
2020-05-30,Brevard,Florida,12009.0,420,12,11,0
2020-05-31,Brevard,Florida,12009.0,422,12,2,0
2020-06-01,Brevard,Florida,12009.0,424,13,2,1
2020-06-02,Brevard,Florida,12009.0,427,13,3,0
2020-06-03,Brevard,Florida,12009.0,428,13,1,0
2020-06-04,Brevard,Florida,12009.0,431,13,3,0
2020-06-05,Brevard,Florida,12009.0,439,13,8,0
2020-06-06,Brevard,Florida,12009.0,453,13,14,0
2020-06-07,Brevard,Florida,12009.0,457,13,4,0
2020-06-08,Brevard,Florida,12009.0,464,13,7,0
2020-06-09,Brevard,Florida,12009.0,471,13,7,0
2020-06-10,Brevard,Florida,12009.0,484,13,13,0
2020-06-11,Brevard,Florida,12009.0,506,13,22,0
2020-06-12,Brevard,Florida,12009.0,519,13,13,0
2020-06-13,Brevard,Florida,12009.0,541,15,22,2
2020-06-14,Brevard,Florida,12009.0,545,15,4,0
2020-06-15,Brevard,Florida,12009.0,565,15,20,0
2020-06-16,Brevard,Florida,12009.0,608,16,43,1
2020-06-17,Brevard,Florida,12009.0,650,16,42,0
2020-06-18,Brevard,Florida,12009.0,688,16,38,0
2020-06-19,Brevard,Florida,12009.0,748,16,60,0
2020-06-20,Brevard,Florida,12009.0,817,16,69,0
2020-06-21,Brevard,Florida,12009.0,850,16,33,0
2020-06-22,Brevard,Florida,12009.0,878,16,28,0
2020-06-23,Brevard,Florida,12009.0,918,17,40,1
2020-06-24,Brevard,Florida,12009.0,1022,17,104,0
2020-06-25,Brevard,Florida,12009.0,1149,17,127,0
2020-06-26,Brevard,Florida,12009.0,1297,17,148,0
2020-06-27,Brevard,Florida,12009.0,1547,17,250,0
2020-06-28,Brevard,Florida,12009.0,1631,17,84,0
2020-06-29,Brevard,Florida,12009.0,1716,17,85,0
2020-06-30,Brevard,Florida,12009.0,1793,17,77,0
2020-07-01,Brevard,Florida,12009.0,1962,17,169,0
2020-07-02,Brevard,Florida,12009.0,2180,17,218,0
2020-07-03,Brevard,Florida,12009.0,2366,18,186,1
2020-07-04,Brevard,Florida,12009.0,2453,19,87,1
2020-07-05,Brevard,Florida,12009.0,2521,19,68,0
2020-07-06,Brevard,Florida,12009.0,2591,19,70,0
2020-07-07,Brevard,Florida,12009.0,2705,20,114,1
2020-07-08,Brevard,Florida,12009.0,2812,20,107,0
2020-07-09,Brevard,Florida,12009.0,2985,26,173,6
2020-03-06,Broward,Florida,12011.0,2,0,2,0
2020-03-07,Broward,Florida,12011.0,2,0,0,0
2020-03-08,Broward,Florida,12011.0,3,0,1,0
2020-03-09,Broward,Florida,12011.0,3,0,0,0
2020-03-10,Broward,Florida,12011.0,4,0,1,0
2020-03-11,Broward,Florida,12011.0,5,0,1,0
2020-03-12,Broward,Florida,12011.0,12,0,7,0
2020-03-13,Broward,Florida,12011.0,21,0,9,0
2020-03-14,Broward,Florida,12011.0,21,0,0,0
2020-03-15,Broward,Florida,12011.0,37,0,16,0
2020-03-16,Broward,Florida,12011.0,39,0,2,0
2020-03-17,Broward,Florida,12011.0,55,1,16,1
2020-03-18,Broward,Florida,12011.0,80,1,25,0
2020-03-19,Broward,Florida,12011.0,96,1,16,0
2020-03-20,Broward,Florida,12011.0,128,2,32,1
2020-03-21,Broward,Florida,12011.0,164,3,36,1
2020-03-22,Broward,Florida,12011.0,217,3,53,0
2020-03-23,Broward,Florida,12011.0,262,3,45,0
2020-03-24,Broward,Florida,12011.0,312,3,50,0
2020-03-25,Broward,Florida,12011.0,412,3,100,0
2020-03-26,Broward,Florida,12011.0,505,3,93,0
2020-03-27,Broward,Florida,12011.0,631,10,126,7
2020-03-28,Broward,Florida,12011.0,820,11,189,1
2020-03-29,Broward,Florida,12011.0,1012,11,192,0
2020-03-30,Broward,Florida,12011.0,1137,12,125,1
2020-03-31,Broward,Florida,12011.0,1219,12,82,0
2020-04-01,Broward,Florida,12011.0,1348,13,129,1
2020-04-02,Broward,Florida,12011.0,1481,17,133,4
2020-04-03,Broward,Florida,12011.0,1598,22,117,5
2020-04-04,Broward,Florida,12011.0,1765,32,167,10
2020-04-05,Broward,Florida,12011.0,1886,40,121,8
2020-04-06,Broward,Florida,12011.0,2075,47,189,7
2020-04-07,Broward,Florida,12011.0,2230,54,155,7
2020-04-08,Broward,Florida,12011.0,2365,60,135,6
2020-04-09,Broward,Florida,12011.0,2480,67,115,7
2020-04-10,Broward,Florida,12011.0,2679,72,199,5
2020-04-11,Broward,Florida,12011.0,2844,76,165,4
2020-04-12,Broward,Florida,12011.0,2945,76,101,0
2020-04-13,Broward,Florida,12011.0,3177,77,232,1
2020-04-14,Broward,Florida,12011.0,3261,81,84,4
2020-04-15,Broward,Florida,12011.0,3363,94,102,13
2020-04-16,Broward,Florida,12011.0,3466,101,103,7
2020-04-17,Broward,Florida,12011.0,3688,107,222,6
2020-04-18,Broward,Florida,12011.0,3838,115,150,8
2020-04-19,Broward,Florida,12011.0,3971,115,133,0
2020-04-20,Broward,Florida,12011.0,4078,122,107,7
2020-04-21,Broward,Florida,12011.0,4168,126,90,4
2020-04-22,Broward,Florida,12011.0,4228,141,60,15
2020-04-23,Broward,Florida,12011.0,4431,157,203,16
2020-04-24,Broward,Florida,12011.0,4591,162,160,5
2020-04-25,Broward,Florida,12011.0,4659,162,68,0
2020-04-26,Broward,Florida,12011.0,4729,170,70,8
2020-04-27,Broward,Florida,12011.0,4794,174,65,4
2020-04-28,Broward,Florida,12011.0,4847,179,53,5
2020-04-29,Broward,Florida,12011.0,4898,182,51,3
2020-04-30,Broward,Florida,12011.0,4953,185,55,3
2020-05-01,Broward,Florida,12011.0,5144,199,191,14
2020-05-02,Broward,Florida,12011.0,5257,204,113,5
2020-05-03,Broward,Florida,12011.0,5312,207,55,3
2020-05-04,Broward,Florida,12011.0,5383,208,71,1
2020-05-05,Broward,Florida,12011.0,5492,215,109,7
2020-05-06,Broward,Florida,12011.0,5553,219,61,4
2020-05-07,Broward,Florida,12011.0,5677,230,124,11
2020-05-08,Broward,Florida,12011.0,5688,248,11,18
2020-05-09,Broward,Florida,12011.0,5780,257,92,9
2020-05-10,Broward,Florida,12011.0,5858,257,78,0
2020-05-11,Broward,Florida,12011.0,5882,258,24,1
2020-05-12,Broward,Florida,12011.0,5973,258,91,0
2020-05-13,Broward,Florida,12011.0,5998,267,25,9
2020-05-14,Broward,Florida,12011.0,6057,267,59,0
2020-05-15,Broward,Florida,12011.0,6133,272,76,5
2020-05-16,Broward,Florida,12011.0,6201,278,68,6
2020-05-17,Broward,Florida,12011.0,6243,279,42,1
2020-05-18,Broward,Florida,12011.0,6322,281,79,2
2020-05-19,Broward,Florida,12011.0,6369,282,47,1
2020-05-20,Broward,Florida,12011.0,6407,285,38,3
2020-05-21,Broward,Florida,12011.0,6514,286,107,1
2020-05-22,Broward,Florida,12011.0,6580,286,66,0
2020-05-23,Broward,Florida,12011.0,6649,292,69,6
2020-05-24,Broward,Florida,12011.0,6697,292,48,0
2020-05-25,Broward,Florida,12011.0,6760,298,63,6
2020-05-26,Broward,Florida,12011.0,6799,300,39,2
2020-05-27,Broward,Florida,12011.0,6825,305,26,5
2020-05-28,Broward,Florida,12011.0,6870,307,45,2
2020-05-29,Broward,Florida,12011.0,6975,308,105,1
2020-05-30,Broward,Florida,12011.0,7067,313,92,5
2020-05-31,Broward,Florida,12011.0,7123,313,56,0
2020-06-01,Broward,Florida,12011.0,7196,314,73,1
2020-06-02,Broward,Florida,12011.0,7248,317,52,3
2020-06-03,Broward,Florida,12011.0,7339,318,91,1
2020-06-04,Broward,Florida,12011.0,7462,325,123,7
2020-06-05,Broward,Florida,12011.0,7572,327,110,2
2020-06-06,Broward,Florida,12011.0,7690,334,118,7
2020-06-07,Broward,Florida,12011.0,7804,339,114,5
2020-06-08,Broward,Florida,12011.0,7924,343,120,4
2020-06-09,Broward,Florida,12011.0,8035,346,111,3
2020-06-10,Broward,Florida,12011.0,8193,349,158,3
2020-06-11,Broward,Florida,12011.0,8337,351,144,2
2020-06-12,Broward,Florida,12011.0,8589,350,252,-1
2020-06-13,Broward,Florida,12011.0,8864,357,275,7
2020-06-14,Broward,Florida,12011.0,8928,357,64,0
2020-06-15,Broward,Florida,12011.0,9086,358,158,1
2020-06-16,Broward,Florida,12011.0,9498,358,412,0
2020-06-17,Broward,Florida,12011.0,9812,360,314,2
2020-06-18,Broward,Florida,12011.0,10111,365,299,5
2020-06-19,Broward,Florida,12011.0,10448,367,337,2
2020-06-20,Broward,Florida,12011.0,10837,370,389,3
2020-06-21,Broward,Florida,12011.0,11155,373,318,3
2020-06-22,Broward,Florida,12011.0,11327,373,172,0
2020-06-23,Broward,Florida,12011.0,11744,377,417,4
2020-06-24,Broward,Florida,12011.0,12217,378,473,1
2020-06-25,Broward,Florida,12011.0,12584,379,367,1
2020-06-26,Broward,Florida,12011.0,13320,381,736,2
2020-06-27,Broward,Florida,12011.0,14046,382,726,1
2020-06-28,Broward,Florida,12011.0,14620,382,574,0
2020-06-29,Broward,Florida,12011.0,15045,382,425,0
2020-06-30,Broward,Florida,12011.0,15624,383,579,1
2020-07-01,Broward,Florida,12011.0,16155,385,531,2
2020-07-02,Broward,Florida,12011.0,17116,394,961,9
2020-07-03,Broward,Florida,12011.0,18229,406,1113,12
2020-07-04,Broward,Florida,12011.0,19575,409,1346,3
2020-07-05,Broward,Florida,12011.0,21239,412,1664,3
2020-07-06,Broward,Florida,12011.0,21856,414,617,2
2020-07-07,Broward,Florida,12011.0,22595,418,739,4
2020-07-08,Broward,Florida,12011.0,23781,419,1186,1
2020-07-09,Broward,Florida,12011.0,25102,427,1321,8
2020-03-31,Calhoun,Florida,12013.0,1,0,1,0
2020-04-01,Calhoun,Florida,12013.0,1,0,0,0
2020-04-02,Calhoun,Florida,12013.0,1,0,0,0
2020-04-03,Calhoun,Florida,12013.0,2,0,1,0
2020-04-04,Calhoun,Florida,12013.0,3,0,1,0
2020-04-05,Calhoun,Florida,12013.0,3,0,0,0
2020-04-06,Calhoun,Florida,12013.0,3,0,0,0
2020-04-07,Calhoun,Florida,12013.0,3,0,0,0
2020-04-08,Calhoun,Florida,12013.0,4,0,1,0
2020-04-09,Calhoun,Florida,12013.0,4,0,0,0
2020-04-10,Calhoun,Florida,12013.0,5,0,1,0
2020-04-11,Calhoun,Florida,12013.0,5,0,0,0
2020-04-12,Calhoun,Florida,12013.0,5,0,0,0
2020-04-13,Calhoun,Florida,12013.0,5,0,0,0
2020-04-14,Calhoun,Florida,12013.0,5,0,0,0
2020-04-15,Calhoun,Florida,12013.0,5,0,0,0
2020-04-16,Calhoun,Florida,12013.0,5,0,0,0
2020-04-17,Calhoun,Florida,12013.0,6,0,1,0
2020-04-18,Calhoun,Florida,12013.0,6,0,0,0
2020-04-19,Calhoun,Florida,12013.0,6,0,0,0
2020-04-20,Calhoun,Florida,12013.0,6,0,0,0
2020-04-21,Calhoun,Florida,12013.0,6,0,0,0
2020-04-22,Calhoun,Florida,12013.0,6,0,0,0
2020-04-23,Calhoun,Florida,12013.0,6,0,0,0
2020-04-24,Calhoun,Florida,12013.0,6,0,0,0
2020-04-25,Calhoun,Florida,12013.0,6,0,0,0
2020-04-26,Calhoun,Florida,12013.0,6,0,0,0
2020-04-27,Calhoun,Florida,12013.0,6,0,0,0
2020-04-28,Calhoun,Florida,12013.0,6,0,0,0
2020-04-29,Calhoun,Florida,12013.0,8,0,2,0
2020-04-30,Calhoun,Florida,12013.0,8,0,0,0
2020-05-01,Calhoun,Florida,12013.0,8,0,0,0
2020-05-02,Calhoun,Florida,12013.0,14,0,6,0
2020-05-03,Calhoun,Florida,12013.0,15,0,1,0
2020-05-04,Calhoun,Florida,12013.0,15,0,0,0
2020-05-05,Calhoun,Florida,12013.0,15,0,0,0
2020-05-06,Calhoun,Florida,12013.0,19,0,4,0
2020-05-07,Calhoun,Florida,12013.0,24,0,5,0
2020-05-08,Calhoun,Florida,12013.0,24,0,0,0
2020-05-09,Calhoun,Florida,12013.0,27,0,3,0
2020-05-10,Calhoun,Florida,12013.0,27,0,0,0
2020-05-11,Calhoun,Florida,12013.0,27,0,0,0
2020-05-12,Calhoun,Florida,12013.0,27,0,0,0
2020-05-13,Calhoun,Florida,12013.0,31,0,4,0
2020-05-14,Calhoun,Florida,12013.0,33,1,2,1
2020-05-15,Calhoun,Florida,12013.0,38,1,5,0
2020-05-16,Calhoun,Florida,12013.0,38,1,0,0
2020-05-17,Calhoun,Florida,12013.0,40,1,2,0
2020-05-18,Calhoun,Florida,12013.0,41,1,1,0
2020-05-19,Calhoun,Florida,12013.0,40,2,-1,1
2020-05-20,Calhoun,Florida,12013.0,40,2,0,0
2020-05-21,Calhoun,Florida,12013.0,41,2,1,0
2020-05-22,Calhoun,Florida,12013.0,52,3,11,1
2020-05-23,Calhoun,Florida,12013.0,52,3,0,0
2020-05-24,Calhoun,Florida,12013.0,52,3,0,0
2020-05-25,Calhoun,Florida,12013.0,52,3,0,0
2020-05-26,Calhoun,Florida,12013.0,52,3,0,0
2020-05-27,Calhoun,Florida,12013.0,52,3,0,0
2020-05-28,Calhoun,Florida,12013.0,52,3,0,0
2020-05-29,Calhoun,Florida,12013.0,53,4,1,1
2020-05-30,Calhoun,Florida,12013.0,56,4,3,0
2020-05-31,Calhoun,Florida,12013.0,63,4,7,0
2020-06-01,Calhoun,Florida,12013.0,61,4,-2,0
2020-06-02,Calhoun,Florida,12013.0,62,4,1,0
2020-06-03,Calhoun,Florida,12013.0,62,4,0,0
2020-06-04,Calhoun,Florida,12013.0,62,4,0,0
2020-06-05,Calhoun,Florida,12013.0,64,4,2,0
2020-06-06,Calhoun,Florida,12013.0,64,4,0,0
2020-06-07,Calhoun,Florida,12013.0,66,4,2,0
2020-06-08,Calhoun,Florida,12013.0,66,4,0,0
2020-06-09,Calhoun,Florida,12013.0,64,4,-2,0
2020-06-10,Calhoun,Florida,12013.0,64,4,0,0
2020-06-11,Calhoun,Florida,12013.0,64,4,0,0
2020-06-12,Calhoun,Florida,12013.0,65,5,1,1
2020-06-13,Calhoun,Florida,12013.0,66,5,1,0
2020-06-14,Calhoun,Florida,12013.0,66,5,0,0
2020-06-15,Calhoun,Florida,12013.0,66,5,0,0
2020-06-16,Calhoun,Florida,12013.0,66,5,0,0
2020-06-17,Calhoun,Florida,12013.0,66,5,0,0
2020-06-18,Calhoun,Florida,12013.0,65,5,-1,0
2020-06-19,Calhoun,Florida,12013.0,65,5,0,0
2020-06-20,Calhoun,Florida,12013.0,68,6,3,1
2020-06-21,Calhoun,Florida,12013.0,69,6,1,0
2020-06-22,Calhoun,Florida,12013.0,69,6,0,0
2020-06-23,Calhoun,Florida,12013.0,88,6,19,0
2020-06-24,Calhoun,Florida,12013.0,70,6,-18,0
2020-06-25,Calhoun,Florida,12013.0,70,6,0,0
2020-06-26,Calhoun,Florida,12013.0,79,6,9,0
2020-06-27,Calhoun,Florida,12013.0,72,6,-7,0
2020-06-28,Calhoun,Florida,12013.0,76,6,4,0
2020-06-29,Calhoun,Florida,12013.0,75,6,-1,0
2020-06-30,Calhoun,Florida,12013.0,76,6,1,0
2020-07-01,Calhoun,Florida,12013.0,77,6,1,0
2020-07-02,Calhoun,Florida,12013.0,85,6,8,0
2020-07-03,Calhoun,Florida,12013.0,97,6,12,0
2020-07-04,Calhoun,Florida,12013.0,93,6,-4,0
2020-07-05,Calhoun,Florida,12013.0,97,6,4,0
2020-07-06,Calhoun,Florida,12013.0,97,6,0,0
2020-07-07,Calhoun,Florida,12013.0,101,6,4,0
